Entry,RecordType,Data,SourceFolders
ib.adnxs.com,1,103.43.90.19,rotation-2026-02-25
ib.adnxs.com,1,103.43.90.21,rotation-2026-02-25
ib.adnxs.com,1,103.43.90.54,rotation-2026-02-25
ib.adnxs.com,1,103.43.91.17,rotation-2026-02-25
ib.adnxs.com,1,103.43.91.210,rotation-2026-02-25
ib.adnxs.com,1,103.43.91.249,rotation-2026-02-25
ib.adnxs.com,1,103.43.91.51,rotation-2026-02-25
ib.adnxs.com,1,103.43.91.58,rotation-2026-02-25
ib.adnxs.com,1,103.43.91.8,rotation-2026-02-25
ib.adnxs.com,5,ib.sin1.geoadnxs.com,rotation-2026-02-25
ib.adnxs.com,5,xandr-g-geo.trafficmanager.net,rotation-2026-02-25
images-ext-1.discordapp.net,,162.159.128.232,rotation-0; rotation-1
images-ext-1.discordapp.net,,162.159.129.232,rotation-0; rotation-1
images-ext-1.discordapp.net,,162.159.130.232,rotation-0; rotation-1
images-ext-1.discordapp.net,,162.159.133.232,rotation-0; rotation-1
images-ext-1.discordapp.net,,162.159.134.232,rotation-0; rotation-1
images-ext-1.discordapp.net,1,162.159.128.232,rotation-2026-02-25
images-ext-1.discordapp.net,1,162.159.129.232,rotation-2026-02-25
images-ext-1.discordapp.net,1,162.159.130.232,rotation-2026-02-25
images-ext-1.discordapp.net,1,162.159.133.232,rotation-2026-02-25
images-ext-1.discordapp.net,1,162.159.134.232,rotation-2026-02-25
img-s-msn-com.akamaized.net,,203.69.81.40,rotation-0
img-s-msn-com.akamaized.net,,203.69.81.59,rotation-0
img-s-msn-com.akamaized.net,,a1834.dscg2.akamai.net,rotation-0
img-s-msn-com.akamaized.net,1,203.69.81.40,rotation-1; rotation-2026-02-22-chrome
img-s-msn-com.akamaized.net,1,203.69.81.59,rotation-1; rotation-2026-02-22-chrome
img-s-msn-com.akamaized.net,5,a1834.dscg2.akamai.net,rotation-1; rotation-2026-02-22-chrome
img-s.msn.cn,1,175.97.131.54,rotation-1; rotation-2026-02-22-chrome
img-s.msn.cn,5,img-s-msn-cn-world-atm-default.trafficmanager.net,rotation-1; rotation-2026-02-22-chrome
img-s.msn.cn,5,img-s.msn.cn.eo.dnse4.com,rotation-1; rotation-2026-02-22-chrome
img.pchome.com.tw,1,34.54.44.133,rotation-2026-02-25
img.pchome.com.tw,5,ts.ecimg.tw,rotation-2026-02-25
img.youtube.com,1,142.250.196.206,rotation-2026-02-13; rotation-2026-02-25
img.youtube.com,1,142.250.198.78,rotation-2026-02-13; rotation-2026-02-25
img.youtube.com,1,142.250.204.46,rotation-2026-02-13; rotation-2026-02-25
img.youtube.com,1,142.250.66.78,rotation-2026-02-13; rotation-2026-02-25
img.youtube.com,1,142.250.77.14,rotation-2026-02-13; rotation-2026-02-25
img.youtube.com,1,172.253.134.139,rotation-2026-02-13
img.youtube.com,1,74.125.130.100,rotation-2026-02-13
img.youtube.com,1,74.125.130.101,rotation-2026-02-13
img.youtube.com,1,74.125.130.102,rotation-2026-02-13
img.youtube.com,1,74.125.130.113,rotation-2026-02-13
img.youtube.com,1,74.125.130.138,rotation-2026-02-13
img.youtube.com,1,74.125.130.139,rotation-2026-02-13
img.youtube.com,1,74.125.200.100,rotation-2026-02-13
img.youtube.com,1,74.125.200.101,rotation-2026-02-13
img.youtube.com,1,74.125.200.102,rotation-2026-02-13
img.youtube.com,1,74.125.200.113,rotation-2026-02-13
img.youtube.com,1,74.125.200.138,rotation-2026-02-13
img.youtube.com,1,74.125.200.139,rotation-2026-02-13
img.youtube.com,1,74.125.68.100,rotation-2026-02-13
img.youtube.com,1,74.125.68.113,rotation-2026-02-13
img.youtube.com,1,74.125.68.139,rotation-2026-02-13
img.youtube.com,5,ytimg.l.google.com,rotation-2026-02-13; rotation-2026-02-25
insight.adsrvr.org,1,15.197.193.217,rotation-2026-02-25
insight.adsrvr.org,1,3.33.220.150,rotation-2026-02-25
insight.adsrvr.org,1,35.71.131.137,rotation-2026-02-25
insight.adsrvr.org,1,52.223.40.198,rotation-2026-02-25
invitejs.trustpilot.com,1,3.165.102.113,rotation-2026-02-13
invitejs.trustpilot.com,1,3.165.102.122,rotation-2026-02-13
invitejs.trustpilot.com,1,3.165.102.124,rotation-2026-02-13
invitejs.trustpilot.com,1,3.165.102.52,rotation-2026-02-13
ipapi.co,1,104.26.8.44,rotation-2026-02-13
ipapi.co,1,104.26.9.44,rotation-2026-02-13
ipapi.co,1,172.67.69.226,rotation-2026-02-13
ipinfo.io,1,34.117.59.81,rotation-2026-02-13
jigsaw.vitalsource.com,1,104.19.189.84,rotation-2026-02-13; rotation-2026-02-22-chrome
jigsaw.vitalsource.com,1,104.19.190.84,rotation-2026-02-13; rotation-2026-02-22-chrome
jnn-pa.googleapis.com,1,142.250.196.202,rotation-2026-02-22-chrome; rotation-2026-02-25
jnn-pa.googleapis.com,1,142.250.198.74,rotation-2026-02-22-chrome; rotation-2026-02-25
jnn-pa.googleapis.com,1,142.250.204.42,rotation-2026-02-22-chrome; rotation-2026-02-25
jnn-pa.googleapis.com,1,142.250.66.74,rotation-2026-02-22-chrome; rotation-2026-02-25
jnn-pa.googleapis.com,1,142.250.77.10,rotation-2026-02-22-chrome; rotation-2026-02-25
job-notify.104.com.tw,1,104.18.8.226,rotation-2026-02-25
job-notify.104.com.tw,1,104.18.9.226,rotation-2026-02-25
job-notify.104.com.tw,5,job-notify.104.com.tw.cdn.cloudflare.net,rotation-2026-02-25
jpw-region.present.officeapps.live.com,1,52.109.132.39,rotation-2026-02-25
jpw-region.present.officeapps.live.com,5,jpw-region.pptlive.live.com.akadns.net,rotation-2026-02-25
js-eu1.hs-analytics.net,1,172.65.238.60,rotation-2026-02-25
js-eu1.hs-analytics.net,5,18ea70d2d9a945cfb97d818ba71817dc.pacloudflare.com,rotation-2026-02-25
js-eu1.hs-analytics.net,5,js-fra04-origin.spectrum.hs-analytics.net,rotation-2026-02-25
js-eu1.hs-banner.com,1,172.65.202.201,rotation-2026-02-25
js-eu1.hs-banner.com,5,7c7b02d4bc3d48dd81a7c7738d4de1ab.pacloudflare.com,rotation-2026-02-25
js-eu1.hs-banner.com,5,js-fra04-origin.spectrum.hs-banner.com,rotation-2026-02-25
js-eu1.hscollectedforms.net,1,172.65.192.122,rotation-2026-02-25
js-eu1.hscollectedforms.net,5,15e49451d4884c2582b2c780d1077dd0.pacloudflare.com,rotation-2026-02-25
js-eu1.hscollectedforms.net,5,app-fra04-origin.spectrum.hscollectedforms.net,rotation-2026-02-25
js.adsrvr.org,1,3.169.129.92,rotation-2026-02-25
js.adsrvr.org,5,dg2iu7dxxehbo.cloudfront.net,rotation-2026-02-25
js.live.net,1,20.101.246.164,rotation-2026-02-25
js.live.net,5,cosmic-westeurope-ns-ceb6f0ee85ee.trafficmanager.net,rotation-2026-02-25
js.live.net,5,odsp-odweb-webfe-lb.eurwesteur107255.odsp-odweb-webfe.westeurope-prod.cosmic.office.net,rotation-2026-02-25
js.live.net,5,odwebp.trafficmanager.net,rotation-2026-02-25
js.monitor.azure.com,1,13.107.213.73,rotation-2026-02-13; rotation-2026-02-25
js.monitor.azure.com,1,13.107.246.73,rotation-2026-02-13; rotation-2026-02-25
js.monitor.azure.com,5,aijscdn2-bwfdfxezdubebtb0.z01.azurefd.net,rotation-2026-02-13; rotation-2026-02-25
js.monitor.azure.com,5,mr-z01.tm-azurefd.net,rotation-2026-02-13; rotation-2026-02-25
js.monitor.azure.com,5,part-0045.t-0009.t-msedge.net,rotation-2026-02-13; rotation-2026-02-25
js.monitor.azure.com,5,shed.dual-low.part-0045.t-0009.t-msedge.net,rotation-2026-02-13; rotation-2026-02-25
js.stripe.com,1,151.101.0.176,rotation-2026-02-25
js.stripe.com,1,151.101.128.176,rotation-2026-02-25
js.stripe.com,1,151.101.192.176,rotation-2026-02-25
js.stripe.com,1,151.101.64.176,rotation-2026-02-25
js.stripe.com,1,3.169.55.108,rotation-2026-02-25
js.stripe.com,1,3.169.55.113,rotation-2026-02-25
js.stripe.com,1,3.169.55.51,rotation-2026-02-25
js.stripe.com,1,3.169.55.71,rotation-2026-02-25
js.stripe.com,5,dexeqbeb7giwr.cloudfront.net,rotation-2026-02-25
js.stripe.com,5,stripecdn.map.fastly.net,rotation-2026-02-25
js.tappaysdk.com,1,3.169.137.102,rotation-2026-02-25
js.tappaysdk.com,1,3.169.137.117,rotation-2026-02-25
js.tappaysdk.com,1,3.169.137.70,rotation-2026-02-25
js.tappaysdk.com,1,3.169.137.83,rotation-2026-02-25
js.tappaysdk.com,5,d256ba1szfw8sc.cloudfront.net,rotation-2026-02-25
lan.line.me,1,147.92.191.86,rotation-2026-02-13
landpress-content.line-scdn.net,1,3.169.121.108,rotation-2026-02-13
landpress-content.line-scdn.net,1,3.169.121.14,rotation-2026-02-13
landpress-content.line-scdn.net,1,3.169.121.76,rotation-2026-02-13
landpress-content.line-scdn.net,1,3.169.121.89,rotation-2026-02-13
landpress-content.line-scdn.net,5,d2q867s9wckg0z.cloudfront.net,rotation-2026-02-13
landpress-content.line-scdn.net,5,landpress-content-in.line-apps.com.akadns.net,rotation-2026-02-13
landpress-content.line-scdn.net,5,landpress-content.line-apps.com.akadns.net,rotation-2026-02-13
learn.microsoft.com,1,104.116.17.216,rotation-2026-02-25
learn.microsoft.com,1,23.39.61.228,rotation-2026-02-25
learn.microsoft.com,5,e13636.dscb.akamaiedge.net,rotation-2026-02-25
learn.microsoft.com,5,learn-public.trafficmanager.net,rotation-2026-02-25
learn.microsoft.com,5,learn.microsoft.com.edgekey.net,rotation-2026-02-25
legy-backup.line-apps.com,1,147.92.249.185,rotation-2026-02-13
legy.line-apps.com,1,147.92.146.129,rotation-2026-02-13
legy.line-apps.com,1,147.92.146.138,rotation-2026-02-13
legy.line-apps.com,1,147.92.165.194,rotation-2026-02-13
legy.line-apps.com,1,147.92.165.206,rotation-2026-02-13
legy.line-apps.com,1,147.92.165.67,rotation-2026-02-13
legy.line-apps.com,1,147.92.165.68,rotation-2026-02-13
legy.line-apps.com,1,147.92.185.1,rotation-2026-02-13
legy.line-apps.com,1,147.92.185.2,rotation-2026-02-13
legy.line-apps.com,1,147.92.249.185,rotation-2026-02-13
legy.line-apps.com,5,legy-jp-addr-ds.line-apps.com,rotation-2026-02-13
legy.line-apps.com,5,legy-sg-addr.line-apps.com,rotation-2026-02-13
legy.line-apps.com,5,legy.line-apps.com.akadns.net,rotation-2026-02-13
lgincdnmsftuswe2.azureedge.net,1,13.107.246.73,rotation-2026-02-13; rotation-2026-02-25
lgincdnmsftuswe2.azureedge.net,5,firstparty-azurefd-prod.trafficmanager.net,rotation-2026-02-13; rotation-2026-02-25
lgincdnmsftuswe2.azureedge.net,5,lgincdnmsftuswe2.afd.azureedge.net,rotation-2026-02-13; rotation-2026-02-25
lgincdnmsftuswe2.azureedge.net,5,s-part-0045.t-0009.t-msedge.net,rotation-2026-02-13; rotation-2026-02-25
lgincdnmsftuswe2.azureedge.net,5,shed.dual-low.s-part-0045.t-0009.t-msedge.net,rotation-2026-02-13; rotation-2026-02-25
lh3.google.com,1,142.250.196.206,rotation-2026-02-22-chrome; rotation-2026-02-25
lh3.google.com,1,142.250.198.78,rotation-1; rotation-2026-02-25
lh3.google.com,1,142.250.204.46,rotation-1; rotation-2026-02-13; rotation-2026-02-25
lh3.google.com,1,142.250.66.78,rotation-2026-02-13; rotation-2026-02-22-chrome
lh3.google.com,1,142.250.77.14,rotation-1; rotation-2026-02-13; rotation-2026-02-25
lh3.google.com,1,74.125.130.100,rotation-2026-02-13
lh3.google.com,1,74.125.130.101,rotation-2026-02-13
lh3.google.com,1,74.125.130.102,rotation-2026-02-13
lh3.google.com,1,74.125.130.113,rotation-2026-02-13
lh3.google.com,1,74.125.130.138,rotation-2026-02-13
lh3.google.com,1,74.125.130.139,rotation-2026-02-13
lh3.google.com,1,74.125.68.100,rotation-2026-02-13
lh3.google.com,1,74.125.68.101,rotation-2026-02-13
lh3.google.com,1,74.125.68.102,rotation-2026-02-13
lh3.google.com,1,74.125.68.113,rotation-2026-02-13
lh3.google.com,1,74.125.68.138,rotation-2026-02-13
lh3.google.com,1,74.125.68.139,rotation-2026-02-13
lh3.google.com,5,lh2.l.google.com,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
lh3.googleusercontent.com,,142.250.198.65,rotation-0; rotation-1
lh3.googleusercontent.com,,googlehosted.l.googleusercontent.com,rotation-0
lh3.googleusercontent.com,1,142.250.196.193,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
lh3.googleusercontent.com,1,142.250.198.65,rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
lh3.googleusercontent.com,1,142.250.204.33,rotation-1; rotation-2026-02-25
lh3.googleusercontent.com,1,142.250.66.65,rotation-1
lh3.googleusercontent.com,1,142.250.77.1,rotation-1; rotation-2026-02-13
lh3.googleusercontent.com,1,142.251.10.132,rotation-2026-02-13
lh3.googleusercontent.com,1,142.251.12.132,rotation-2026-02-13
lh3.googleusercontent.com,1,172.217.194.132,rotation-2026-02-13
lh3.googleusercontent.com,1,74.125.68.132,rotation-2026-02-13
lh3.googleusercontent.com,5,googlehosted.l.googleusercontent.com,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
libs.pcloud.tw,1,35.190.46.118,rotation-2026-02-25
libsms.lib.nthu.edu.tw,1,140.114.72.19,rotation-2026-02-25
log.cookieyes.com,1,104.20.23.25,rotation-2026-02-13
log.cookieyes.com,1,172.66.163.68,rotation-2026-02-13
login.104.com.tw,1,122.147.53.142,rotation-2026-02-25
login.live.com,,20.190.141.32,rotation-0
login.live.com,,20.190.141.33,rotation-0
login.live.com,,20.190.141.34,rotation-0
login.live.com,,20.190.141.35,rotation-0
login.live.com,,20.190.141.36,rotation-0
login.live.com,,20.190.141.37,rotation-0
login.live.com,,20.190.141.38,rotation-0
login.live.com,,20.190.141.39,rotation-0
login.live.com,,20.190.166.131,rotation-0
login.live.com,,20.190.166.132,rotation-0
login.live.com,,20.190.166.133,rotation-0
login.live.com,,20.190.166.66,rotation-0
login.live.com,,20.190.166.67,rotation-0
login.live.com,,20.190.166.68,rotation-0
login.live.com,,40.126.13.8,rotation-0
login.live.com,,40.126.13.9,rotation-0
login.live.com,,40.126.38.19,rotation-0
login.live.com,,40.126.38.20,rotation-0
login.live.com,,40.126.38.21,rotation-0
login.live.com,,40.126.38.22,rotation-0
login.live.com,,default.a.lg.prod.aadmsa.akadns.net,rotation-0; rotation-1
login.live.com,,login.msa.msidentity.com,rotation-0
login.live.com,,prdv4a.aadg.msidentity.com,rotation-0
login.live.com,,www.a.lg.prod.aadmsa.akadns.net,rotation-0; rotation-1
login.live.com,,www.tm.lg.prod.aadmsa.akadns.net,rotation-0
login.live.com,,www.tm.lg.prod.aadmsa.trafficmanager.net,rotation-0
login.live.com,,www.tm.v4.a.prd.aadg.akadns.net,rotation-0
login.live.com,,www.tm.v4.a.prd.aadg.trafficmanager.net,rotation-0
login.live.com,1,20.190.141.32,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
login.live.com,1,20.190.141.33,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
login.live.com,1,20.190.141.34,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
login.live.com,1,20.190.141.35,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
login.live.com,1,20.190.141.36,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
login.live.com,1,20.190.141.37,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
login.live.com,1,20.190.141.38,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
login.live.com,1,20.190.141.39,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
login.live.com,1,20.190.144.136,rotation-2026-02-13
login.live.com,1,20.190.144.137,rotation-2026-02-13
login.live.com,1,20.190.144.138,rotation-2026-02-13
login.live.com,1,20.190.144.139,rotation-2026-02-13
login.live.com,1,20.190.144.160,rotation-2026-02-13
login.live.com,1,20.190.144.161,rotation-2026-02-13
login.live.com,1,20.190.144.162,rotation-2026-02-13
login.live.com,1,20.190.144.163,rotation-2026-02-13
login.live.com,1,20.190.144.164,rotation-2026-02-13
login.live.com,1,20.190.144.165,rotation-2026-02-13
login.live.com,1,20.190.144.166,rotation-2026-02-13
login.live.com,1,20.190.148.162,rotation-2026-02-13
login.live.com,1,20.190.148.163,rotation-2026-02-13
login.live.com,1,20.190.148.164,rotation-2026-02-13
login.live.com,1,20.190.148.165,rotation-2026-02-13
login.live.com,1,20.190.148.166,rotation-2026-02-13
login.live.com,1,20.190.148.167,rotation-2026-02-13
login.live.com,1,20.190.163.18,rotation-2026-02-13
login.live.com,1,20.190.163.19,rotation-2026-02-13
login.live.com,1,20.190.163.20,rotation-2026-02-13
login.live.com,1,20.190.163.21,rotation-2026-02-13
login.live.com,1,20.190.166.131,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
login.live.com,1,20.190.166.132,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
login.live.com,1,20.190.166.133,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
login.live.com,1,20.190.166.66,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
login.live.com,1,20.190.166.67,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
login.live.com,1,20.190.166.68,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
login.live.com,1,40.126.13.8,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
login.live.com,1,40.126.13.9,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
login.live.com,1,40.126.16.163,rotation-2026-02-13
login.live.com,1,40.126.16.164,rotation-2026-02-13
login.live.com,1,40.126.16.165,rotation-2026-02-13
login.live.com,1,40.126.16.166,rotation-2026-02-13
login.live.com,1,40.126.16.167,rotation-2026-02-13
login.live.com,1,40.126.35.128,rotation-2026-02-13
login.live.com,1,40.126.35.129,rotation-2026-02-13
login.live.com,1,40.126.35.134,rotation-2026-02-13
login.live.com,1,40.126.35.144,rotation-2026-02-13
login.live.com,1,40.126.35.145,rotation-2026-02-13
login.live.com,1,40.126.35.18,rotation-2026-02-13
login.live.com,1,40.126.35.19,rotation-2026-02-13
login.live.com,1,40.126.35.20,rotation-2026-02-13
login.live.com,1,40.126.35.21,rotation-2026-02-13
login.live.com,1,40.126.35.64,rotation-2026-02-13
login.live.com,1,40.126.35.80,rotation-2026-02-13
login.live.com,1,40.126.35.81,rotation-2026-02-13
login.live.com,1,40.126.35.84,rotation-2026-02-13
login.live.com,1,40.126.35.85,rotation-2026-02-13
login.live.com,1,40.126.35.86,rotation-2026-02-13
login.live.com,1,40.126.35.87,rotation-2026-02-13
login.live.com,1,40.126.38.19,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
login.live.com,1,40.126.38.20,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
login.live.com,1,40.126.38.21,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
login.live.com,1,40.126.38.22,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
login.live.com,5,default.a.lg.prod.aadmsa.akadns.net,rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
login.live.com,5,login.msa.msidentity.com,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
login.live.com,5,prdv4a.aadg.msidentity.com,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
login.live.com,5,www.a.lg.prod.aadmsa.akadns.net,rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
login.live.com,5,www.b.v4.a.prd.aadg.akadns.net,rotation-2026-02-13; rotation-2026-02-25
login.live.com,5,www.tm.lg.prod.aadmsa.akadns.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
login.live.com,5,www.tm.lg.prod.aadmsa.trafficmanager.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
login.live.com,5,www.tm.v4.a.prd.aadg.akadns.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
login.live.com,5,www.tm.v4.a.prd.aadg.trafficmanager.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
login.microsoft.com,1,20.190.141.32,rotation-1; rotation-2026-02-25
login.microsoft.com,1,20.190.141.33,rotation-1; rotation-2026-02-25
login.microsoft.com,1,20.190.141.34,rotation-1; rotation-2026-02-25
login.microsoft.com,1,20.190.141.35,rotation-1; rotation-2026-02-25
login.microsoft.com,1,20.190.141.36,rotation-1; rotation-2026-02-25
login.microsoft.com,1,20.190.141.37,rotation-1; rotation-2026-02-25
login.microsoft.com,1,20.190.141.38,rotation-1; rotation-2026-02-25
login.microsoft.com,1,20.190.141.39,rotation-1
login.microsoft.com,1,40.126.13.8,rotation-1
login.microsoft.com,1,40.126.13.9,rotation-1; rotation-2026-02-25
login.microsoft.com,5,a.privatelink.msidentity.com,rotation-1; rotation-2026-02-25
login.microsoft.com,5,prda.aadg.msidentity.com,rotation-1; rotation-2026-02-25
login.microsoft.com,5,www.tm.a.prd.aadg.akadns.net,rotation-1; rotation-2026-02-25
login.microsoftonline.com,1,20.190.141.32,rotation-2026-02-25
login.microsoftonline.com,1,20.190.141.33,rotation-2026-02-25
login.microsoftonline.com,1,20.190.141.34,rotation-2026-02-25
